,question,business,answer,similarity,execution_time_in_sec
11,Air conditioning inside the carriage?,High Roller,Over 525+ feet in the air.,0.46115536959651926,0.20071864128112793
12,Air conditioning inside the carriage?,High Roller,Buy an unopened beer down stairs before going into the lounge.,0.4537695326905504,0.20071864128112793
13,Air conditioning inside the carriage?,High Roller,Best viewing spot is to the right by the door as soon as you walk into the pod!,0.42376335902777185,0.20071864128112793
14,Air conditioning inside the carriage?,High Roller,"If you're in the front of the line and they tell you to hurry and get inside the moving pod, HURRY and get inside the pod!",0.41873892943848356,0.20071864128112793
15,All you can eat?,Gangnam Asian BBQ Dining,Not all you can eat.,0.9231379737551497,0.18270468711853027
16,All you can eat?,Gangnam Asian BBQ Dining,Go for the premium all you can eat.,0.8435263491003958,0.18270468711853027
17,All you can eat?,Gangnam Asian BBQ Dining,"Very good, 

not all you can eat though if that is what you are looking for.",0.8069757491621173,0.18270468711853027
18,All you can eat?,Gangnam Asian BBQ Dining,"If you like the meat, you will have fabulous time here!",0.8011209480245258,0.18270468711853027
19,All you can eat?,Gangnam Asian BBQ Dining,They have good quality meat which is very telling of a Korean BBQ establishment and also why you should avoid all you can eat joints,0.7957757850796612,0.18270468711853027
20,All you can eat?,Soho Japanese Restaurant,I wish they had all you can eat sushi,0.8423827692548267,0.1788311004638672
21,All you can eat?,Soho Japanese Restaurant,"Come hungry, you'll want to eat everything",0.8352761349452753,0.1788311004638672
22,All you can eat?,Soho Japanese Restaurant,Do yourself a favor eat here if you love fresh fish... also you can't go wrong ever here..we've tried alot of dishes and they are top notch!,0.806792736905033,0.1788311004638672
23,All you can eat?,Soho Japanese Restaurant,I cannot wait to eat here again.,0.7958110391838376,0.1788311004638672
24,All you can eat?,Soho Japanese Restaurant,"Plus, when you go early, you can get happy hour prices on a number of dishes.",0.7678998505977396,0.1788311004638672
25,"An you order and pick up, if so how long is that process? Thanks",Little Miss BBQ,The line is long but if you have some extra time it's worth the wait.,0.8221586301312337,0.20243573188781738
26,"An you order and pick up, if so how long is that process? Thanks",Little Miss BBQ,And if there is it's because it's worth the wait!,0.7890753893238839,0.20243573188781738
27,"An you order and pick up, if so how long is that process? Thanks",Little Miss BBQ,This place is everything you want in a not just a bbq joint but a food establishment!,0.779424317902358,0.20243573188781738
28,"An you order and pick up, if so how long is that process? Thanks",Little Miss BBQ,"It can be quite the wait sometimes, but SO worth it!",0.7716694240477275,0.20243573188781738
29,"An you order and pick up, if so how long is that process? Thanks",Little Miss BBQ,"Best around, you may wait a while but it is WELL worth it.",0.7712469530320188,0.20243573188781738
30,Any discount by showing your players card?,Studio B Buffet,They don't give anymore 2 for 1 buffet coupons when you sign up for a players card.,0.6864645103869139,0.18068647384643555
31,Any discount by showing your players card?,Studio B Buffet,CA residents get $5 discount if you mention the discount and show ID.,0.6679481539899257,0.18068647384643555
32,Any discount by showing your players card?,Studio B Buffet,$5 off if you show your California ID,0.647606280594791,0.18068647384643555
33,Any discount by showing your players card?,Studio B Buffet,"Go with someone thats has the ""m"" black card and skip the line!",0.6229071261569947,0.18068647384643555
34,Any discount by showing your players card?,Studio B Buffet,Take a walk around the whole buffet before you choose anything so you can pick your strategy .,0.6044350538349781,0.18068647384643555
35,Any dress code?,Eiffel Tower,They enforce their ridiculous dress code at dinner.,0.6713316276885117,0.180680513381958
36,Any dress code?,Eiffel Tower,"If you want to have the chocolate souffl̩ for dessert, make sure you order it when you order your dinner.",0.48399695944832577,0.180680513381958
37,Any dress code?,Eiffel Tower,"If you love a souffl̩ dessert, make sure to ask for the dessert menu early on so you can see your choices and have time for them to cook.....",0.45792319051812047,0.180680513381958
38,Any dress code?,Eiffel Tower,Wear a collared shirt - my boyfriend's $300 shirt with no collar was unacceptable while the guy whose belly was showing in a mesh sports shirt with the tiniest collar I've ever seen didn't have a problem.,0.45418232361492294,0.180680513381958
39,Any dress code?,Eiffel Tower,Every time you take a sip of your drink here you MUST lift your pinky finger or you'll get kicked out.,0.44986139343832265,0.180680513381958
40,Any food allergy menu?,Wicked Spoon,A good selection of gourmet food and 'regular' food.,0.6893891431961392,0.1810016632080078
41,Any food allergy menu?,Wicked Spoon,This has to be one of the tastiest and unique buffet with its individually plated food from Salad to Dessert a gourmet buffet if there is such a thing !,0.6303240610954557,0.1810016632080078
42,Any food allergy menu?,Wicked Spoon,Delicious quality food every time.,0.6260169626740107,0.1810016632080078
43,Any food allergy menu?,Wicked Spoon,The food is delicious here!,0.6246812726495514,0.1810016632080078
44,Any food allergy menu?,Wicked Spoon,"Wicked buffet with all the fattening, healthy foods and desserts!",0.6165709729254498,0.1810016632080078
45,Any gluten free accomodations?,Meat & Potatoes,Gluten free and vegan options on their lenten menu!,0.6734891403166092,0.19277429580688477
46,Any gluten free accomodations?,Meat & Potatoes,Make a reservation or eat at the bar.,0.49812885114398164,0.19277429580688477
47,Any gluten free accomodations?,Meat & Potatoes,Make reservations and order one of their speciality drinks.,0.4773904485251834,0.19277429580688477
48,Any gluten free accomodations?,Meat & Potatoes,Each seat has a small blanket to help you warm yourself.,0.46161402315610234,0.19277429580688477
49,Any gluten free accomodations?,Meat & Potatoes,"If you order the Chicken and Waffles for brunch, don't plan on eating for the rest of the day!",0.4556865396205204,0.19277429580688477
50,"Any kids pricing, between what age?",The Buffet at Bellagio,"I still give this 4 stars... 

Prices range from $18.99 (that's breakfast price til 11am, weekdays- means that's at what time you pay.",0.651927379492188,0.18332767486572266
51,"Any kids pricing, between what age?",The Buffet at Bellagio,It was too pricy and not that many options for food or fruit.,0.6181371943941693,0.18332767486572266
52,"Any kids pricing, between what age?",The Buffet at Bellagio,On weekends there is no diff in price,0.61518231773796,0.18332767486572266
53,"Any kids pricing, between what age?",The Buffet at Bellagio,This place is pricy $40 per person,0.5981385932317249,0.18332767486572266
54,"Any kids pricing, between what age?",The Buffet at Bellagio,"They used to have more high quality selection overall, but the King crab legs seem better than I remember so get your money's worth there.",0.5972090093847222,0.18332767486572266
55,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,"Wanted to try this place before we left, but they're only open for dinner on weekends.",0.8046195567172735,0.23488569259643555
56,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,Hands down the best Thai food I have ever had...the place looks hidden and small from outside but it's not and its busy.,0.7980077595983216,0.23488569259643555
57,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,Didn't read Yelp of them being closed due to a flood cause I frequently bring my tourist friends/fam here & they're opened!,0.7971684584843057,0.23488569259643555
58,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,With all the reviews was looking forward to it but maybe this is the best Thai in Vegas?,0.7966738663543195,0.23488569259643555
59,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,"Just to give you an idea of why ""make a reservation"" is stressed: 20+ people in line outside the door 15 minutes before they open.",0.7874059808585143,0.23488569259643555
60,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,The chef recommended we try the meat platter and the vegetables and both were delicious.,0.6816238753271874,2.655085325241089
61,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,"If you love meat, that's your place.",0.6647194173038865,2.655085325241089
62,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,Surprisingly excellent choices for vegetarians--check out the saffron rice and grilled veggies.,0.6557198018871165,2.655085325241089
63,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,Gaucho makes me feel like iv been eating shitty food all my life.,0.6530125953177383,2.655085325241089
64,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,Get the steak sandwich bc there's so much at steak.,0.6463913881249881,2.655085325241089
65,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,"The $39.99 price for the seafood buffet (Friday dinner, Saturday lunch & dinner, Sunday lunch & dinner) is worth it.",0.8340574533552717,0.25057148933410645
66,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,$39.99 for lunch or dinner seafood buffet (Friday - Sunday),0.8029336683588393,0.25057148933410645
67,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,Day after turkey day is NOT the day to go to the dinner buffet.,0.7926226981990242,0.25057148933410645
68,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,"Seafood buffet is for Friday, Saturday and Sunday.",0.782311047042766,0.25057148933410645
69,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,Come in before 10:30am so you also get to eat the lunch buffet at the breakfast buffet price.,0.7781177807022023,0.25057148933410645
70,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,Guys have to pay $75 after midnight even with even ratio of guys to girls in the group so go early,0.7275010066420331,4.871108055114746
71,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,If you have any issues with personal space... Do not come here on the weekends.,0.7258549470435187,4.871108055114746
72,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,"We waited an hour from midnight to get in in the guestlist line, but it was very fun.",0.7246191105175365,4.871108055114746
73,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,I need a deposit for the table and I have a private VIP host meet you there and get your table ready for you and walk you straight in.,0.7211327259409012,4.871108055114746
74,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,"If you're a girl, don't pay for entry at Hakkassan, text a promoter and get in fo free",0.7167883644254063,4.871108055114746
75,Any special menu items for the 4th of July 2018?,Studio B Buffet,The only main dishes are two tofu items in the Asian section.,0.6549902143855417,0.20217204093933105
76,Any special menu items for the 4th of July 2018?,Studio B Buffet,"Come right before 4pm to pay for lunch price, but at 4pm they bring out all the dinner items.",0.6535443753205296,0.20217204093933105
77,Any special menu items for the 4th of July 2018?,Studio B Buffet,This may be the best buffet in town.,0.6448860905755959,0.20217204093933105
78,Any special menu items for the 4th of July 2018?,Studio B Buffet,Thus buffet is so large that I believe it would require four visits in order to sample every food item offered.,0.6448842666164093,0.20217204093933105
79,Any special menu items for the 4th of July 2018?,Studio B Buffet,The buffet is awesome but If u come on 2 for 1 days the line is huge,0.6375970815946472,0.20217204093933105
80,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,"If they have the ingredients, they will make any drink you want, so long as you know what's in it.",0.8365858912815824,3.4925990104675293
81,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,My favorite by far but now that I no longer eat red meat I must find my new dish,0.8283121833599312,3.4925990104675293
82,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,"No matter how full I am, rest assured, I'll be getting the white chocolate bread pudding every time- the best in town!",0.8251598110701125,3.4925990104675293
83,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,"The lemon pancakes were delicious, croissants are made with real butter, and no line at all for an outside seat at 8am on a Monday :) Also: they actually know how to serve tea in a teapot, unlike most of Vegas apparently.",0.8250306382272584,3.4925990104675293
84,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,Just OK. We went for brunch and realized it was the kind of place that wanted to get people in and out pretty quickly.,0.82443895777514,3.4925990104675293
85,Any vegetarian options?,Wicked Spoon,Not much for the vegetarian other than salad.,0.6233768283620962,0.174241304397583
86,Any vegetarian options?,Wicked Spoon,So many options that are delicious.,0.6131215515791342,0.174241304397583
87,Any vegetarian options?,Wicked Spoon,Gnocchi was fabulous - if you're vegetarian!,0.5897542321947176,0.174241304397583
88,Any vegetarian options?,Wicked Spoon,A lot of choices for your breakfast and only $20sth,0.5677342097451262,0.174241304397583
89,Any vegetarian options?,Wicked Spoon,This has to be one of the tastiest and unique buffet with its individually plated food from Salad to Dessert a gourmet buffet if there is such a thing !,0.5481086226826524,0.174241304397583
90,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,"Although everyone says nighttime is the only time to go, I find Fremont quite charming in the early morn.",0.6263101537410203,0.19797134399414062
91,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,"...How do you prepare for the Fremont Street ""Experience""?",0.5834078831782453,0.19797134399414062
92,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,So I have been seeing on the news that Fremont is being renovated.,0.5830844466296523,0.19797134399414062
93,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,"Fun time on Fremont, less time walking.",0.5828605128200707,0.19797134399414062
94,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,"Been in Vegas for 4 days haven't left the Fremont besides going to yoga, incredible 'free' light show...",0.5770191280195429,0.19797134399414062
95,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,"Come to this place with time to spare, this people do not care If you have reservations and if the guess sign in system is done you are doomed !",0.8107495458055228,6.621954917907715
96,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,"we've loved our stay so far, although, the Petite King room is a little small - yet perfect if you're not planning on being in the room a lot :) definitely recommend this hotel!",0.7909819318685889,6.621954917907715
97,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,The parties aren't free for guests but if you're a girl it's pretty easy to get in,0.7891810032768881,6.621954917907715
98,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,"If you enjoy waiting forever to checkin, have someone answer the phone or get you broken room key re-encoded then this is the hotel for you",0.7882343142460487,6.621954917907715
99,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,Give time for check in it'll take at the least about 15min if you're lucky,0.7804120579837814,6.621954917907715
100,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,Buy your tickets early online and make sure you see this show.,0.6821306795746576,0.1953601837158203
101,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,"Shop online and google all the places were tickets are sold, to get the best deal on prices.",0.6734838313687918,0.1953601837158203
102,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,There's always people in line trying to buy tickets and I know it sells out all the time.,0.6732980396763893,0.1953601837158203
103,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,The tickets are expensive but worth it.,0.6472155632125496,0.1953601837158203
104,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,Buying some tickets for tomorrow night.,0.6448550097973856,0.1953601837158203
105,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,"If you're doing the 24r buffet thing, it will be additional $15 to eat at this place.",0.7534940803918186,0.19242620468139648
106,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,"If you get the groupon, they charge you a $5 tax when you arrive.",0.7501291904398625,0.19242620468139648
107,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,"If you pay before 3:00 you get lunch prices, but they bring out the dinner items!",0.7486593565124233,0.19242620468139648
108,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,If you eat here pay for the express pass.,0.7480928909620044,0.19242620468139648
109,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,"When you get your ticket at the kiosk, don't go too far.",0.747537496572914,0.19242620468139648
110,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,Ride is 45 minutes long to do one rotation so make sure you go to the bathroom before bringing your drinks to party!,0.8427126811929799,0.23513102531433105
111,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,"You choose your time slot when you purchase your ticket so think about how you want to see the city, during the day you can see farther and with more detail, at night you get the city lights.",0.8420526160975176,0.23513102531433105
112,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,"If you go for the happy hour ride, don't forget to get a drink towards the end.",0.8334026673984549,0.23513102531433105
113,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,"Buy tix in advance if you can, local kids are free I believe and you can't feel the wind so don't let that stop you on a windy day.",0.8261889209391208,0.23513102531433105
114,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,"It's only a thirty minute ride, I just can't imagine you'd get your money's worth for the open bar.",0.8255523528408018,0.23513102531433105
115,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,Don't get coffee or tea at the end with dessert...it is not complimentary,0.7574619483843268,0.18511724472045898
116,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,"The lemon pancakes were delicious, croissants are made with real butter, and no line at all for an outside seat at 8am on a Monday :) Also: they actually know how to serve tea in a teapot, unlike most of Vegas apparently.",0.7354323582268171,0.18511724472045898
117,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,"No matter how full I am, rest assured, I'll be getting the white chocolate bread pudding every time- the best in town!",0.7247462029062669,0.18511724472045898
118,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,She'll make sure you have a great meal.,0.7196969160269641,0.18511724472045898
119,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,Last morning in Vegas tradition...eggs Benedict with London broil...not on the menu but they still make it if you ask...and a peach Bellini.,0.7174155763066923,0.18511724472045898
120,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,Be sure to grab a juice from the buffet if you're not in the mood for soda or alcohol.,0.747189043333318,0.21363162994384766
121,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,"If coming for champagne brunch, get the mimosa if u want or just get straight champagne and mix it with many fresh juices from the juice bar- better I think.",0.7431364067849077,0.21363162994384766
122,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,"If you get the all you can drink, you have to choose beer, wine, or champagne/mimosa.",0.74091354266381,0.21363162994384766
123,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,"There were no lobsters or caviar at the buffet and if you want wine, you pay for it separately.",0.7327175521248359,0.21363162994384766
124,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,Definitely not the best buffet save your money and go to Arias Buffet where the selection is better and the waitresses don't hate their lives and treat you terrible.,0.7257232647306684,0.21363162994384766
125,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,The surface parking lot for the Linq promenade is no more.,0.7105554068793392,0.21397757530212402
126,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,"Now you're forced to use the cluster%#!& of a self parking garage, and it's the worst I've ever encountered.",0.6930199361429711,0.21397757530212402
127,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,They charge you for parking $8/day unless you have status.,0.6826856904555472,0.21397757530212402
128,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,"If you plan on using your cell provider's internet, it is impossible to get a connection in the rooms unless you sign up for the WIFI through the LINQ",0.665405544431077,0.21397757530212402
129,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,It's in the back near valet.,0.6585694502213357,0.21397757530212402
130,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,Everything but the lamb chop at the meat section is good.,0.7285688155052421,0.20741701126098633
131,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,"I would eat mainly meat, seafood and dessert since you would get your money's worth.",0.7123572318742418,0.20741701126098633
132,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,Definitely get the pork siomai!,0.6856306196141824,0.20741701126098633
133,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,so we meet again beef tacos & shrimp grits and now for dessert,0.6785323383743833,0.20741701126098633
134,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,"Like lamb chops, European cheese, cold cut meat, and souffl̩.",0.6735793726539192,0.20741701126098633
135,Are any of the beers gluten free?,Four Peaks Brewing,Cider is a delicious option for those who aren't beer drinkers.,0.6596992559463274,0.1979048252105713
136,Are any of the beers gluten free?,Four Peaks Brewing,You go for the beer... And stay for the delicious food!,0.6522721799533134,0.1979048252105713
137,Are any of the beers gluten free?,Four Peaks Brewing,They'll give you a sample of any the beers if you ask!,0.6445936474300842,0.1979048252105713
138,Are any of the beers gluten free?,Four Peaks Brewing,If you want good beers and yummy food come here!,0.6440777908153239,0.1979048252105713
139,Are any of the beers gluten free?,Four Peaks Brewing,Don't come here unless you are 19 with a fake ID and want to drink beer in an over crowded college bar that smells like piss IMHO.,0.6376828316244934,0.1979048252105713
140,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,"If you're doing the 24r buffet thing, it will be additional $15 to eat at this place.",0.7868203683956488,0.1960744857788086
141,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,If you're going to pay $50 for dinner you need to think like Anthony Bourdain - don't go what you normally eat go for the meat.,0.7855865403509794,0.1960744857788086
142,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,"If you're a Vegas buffet veteran, I don't think you'll see or eat anything out of the ordinary here.",0.78035724495286,0.1960744857788086
143,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,"If you are doing the buffet of buffets deal, be warned that you need to pay 15$ extra for this buffet.",0.7792003900287334,0.1960744857788086
144,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,"It'll be really hard to eat your money's worth with the food, because the individual dishes aren't pricey enough for.",0.7791302628605711,0.1960744857788086
145,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,at the Hexx confection store next door...too bad I got chocolate before brunch :c,0.6676214287393591,1.884589672088623
146,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,"Look out for the CNF fee and the Garlic Bread charge, they will not let you know ahead of time.",0.6644156812669083,1.884589672088623
147,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,"If you play MyVegas slots, you can use the points to get two for one cocktails.",0.649244822558871,1.884589672088623
148,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,Will end up paying over 80$ for crapy food and service.,0.6490656734569767,1.884589672088623
149,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,"Pick up the Groupon and get the red sangria, you'll be glad you did.",0.6303034849081588,1.884589672088623
150,Are brunch items the same as dinner?,Bacchanal Buffet,Save money by coming here for brunch instead of dinner!,0.7767807986265637,0.1849977970123291
151,Are brunch items the same as dinner?,Bacchanal Buffet,Want to go for lunch or dinner during the holidays?,0.7604204486314394,0.1849977970123291
152,Are brunch items the same as dinner?,Bacchanal Buffet,Go at 2:45 and pay $26.99 for lunch but get all the dinner food (dinner starts @ 3 & is $34.99).,0.7602614703143828,0.1849977970123291
153,Are brunch items the same as dinner?,Bacchanal Buffet,Then you can eat here for dinner and then brunch the next day!,0.7518018910435018,0.1849977970123291
154,Are brunch items the same as dinner?,Bacchanal Buffet,Go before the 3:00 pm to get the lunch price for dinner.,0.7430809091160557,0.1849977970123291
155,Are crab legs on available Fri-Sun?,Studio B Buffet,Prime rib and crab legs are a must.,0.7485134902947714,1.8914620876312256
156,Are crab legs on available Fri-Sun?,Studio B Buffet,Its either here or rio buffet for crab legs.,0.7069389184163571,1.8914620876312256
157,Are crab legs on available Fri-Sun?,Studio B Buffet,On Saturday and Sunday they have all u can eat crab legs and lobster tails,0.7058306158789782,1.8914620876312256
158,Are crab legs on available Fri-Sun?,Studio B Buffet,The cold crab legs are better than the hot.,0.6997818162161074,1.8914620876312256
159,Are crab legs on available Fri-Sun?,Studio B Buffet,"Seafood buffet with crab legs and oysters is only offered during Fri-Sat-Sun $40

Weekday pricing: (no crab legs/ oysters) 
Lunch: $16
Dinner $24

Pro tip: Try not to sit in the back corner booths near the Mediterranean food.",0.697471757705847,1.8914620876312256
160,Are crab legs served during brunch?,Wicked Spoon,Crab legs only available during dinner,0.7634072774372763,0.185713529586792
