,question,business,answer,similarity,execution_time_in_sec,human_rating
29,"An you order and pick up, if so how long is that process? Thanks",Little Miss BBQ,Amazing bbq long wait but the food more than makes up for it.,0.4662773066405541,0.312283992767334,
30,Any discount by showing your players card?,Studio B Buffet,=(,0.7120351671499844,0.30324339866638184,
31,Any discount by showing your players card?,Studio B Buffet,discount if you mention the discount and show ID,0.6502854295018772,0.30324339866638184,
32,Any discount by showing your players card?,Studio B Buffet,No discount with card,0.6324775644106614,0.30324339866638184,
33,Any discount by showing your players card?,Studio B Buffet,"Go with someone thats has the ""m"" black card and skip the line!",0.5661256986225345,0.30324339866638184,
34,Any discount by showing your players card?,Studio B Buffet,Reduced rating,0.4583248179108093,0.30324339866638184,
35,Any dress code?,Eiffel Tower,enforce their ridiculous dress code at dinner,0.545029426315575,0.2637217044830322,5.0
36,Any dress code?,Eiffel Tower,Try pink vevet cocktail,0.3863294661810053,0.2637217044830322,1.0
37,Any dress code?,Eiffel Tower,You should check out the menu on- line,0.3559444855548193,0.2637217044830322,1.0
38,Any dress code?,Eiffel Tower,second choice the caramel,0.3311415994536452,0.2637217044830322,1.0
39,Any dress code?,Eiffel Tower,for dessert,0.3259081306629744,0.2637217044830322,3.0
40,Any food allergy menu?,Wicked Spoon,Awesome brunch menu! At a really good price,0.5373551508427137,0.3084986209869385,
41,Any food allergy menu?,Wicked Spoon,Unique dishes its just awesome food,0.5337734766096088,0.3084986209869385,
42,Any food allergy menu?,Wicked Spoon,Heaven,0.5276083245644599,0.3084986209869385,
43,Any food allergy menu?,Wicked Spoon,Gourmet food & gourmet dessert!,0.510472861126735,0.3084986209869385,
44,Any food allergy menu?,Wicked Spoon,Eat the desserts before eating the main meal(s,0.504142401205642,0.3084986209869385,
45,Any gluten free accomodations?,Meat & Potatoes,Gluten free and vegan options,0.7541771450315725,0.18857502937316886,
46,Any gluten free accomodations?,Meat & Potatoes,YUM,0.4392131776547077,0.18857502937316886,
47,Any gluten free accomodations?,Meat & Potatoes,nt it make it enjoyable,0.3988986124785421,0.18857502937316886,
48,Any gluten free accomodations?,Meat & Potatoes,only on the lunch menu,0.38754374688904136,0.18857502937316886,
49,Any gluten free accomodations?,Meat & Potatoes,Be ready for an amazing meal & extremely tasty Cocktails,0.38635949357427096,0.18857502937316886,
50,"Any kids pricing, between what age?",The Buffet at Bellagio,Better deals for adults,0.4955655238725895,0.25731682777404785,
51,"Any kids pricing, between what age?",The Buffet at Bellagio,price,0.4481421993985104,0.25731682777404785,
52,"Any kids pricing, between what age?",The Buffet at Bellagio,weekdays- means that's at what time you pay,0.4285723152902203,0.25731682777404785,
53,"Any kids pricing, between what age?",The Buffet at Bellagio,Enjoying my FRIST mothers dinner with my family,0.42241593440041497,0.25731682777404785,
54,"Any kids pricing, between what age?",The Buffet at Bellagio,Their food,0.4019826631421113,0.25731682777404785,
55,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,http://tinyurl.com/y9vzt2ca,0.6645216989194571,0.3770408630371094,
56,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,Come early! There was a long line before the restaurant even opened!,0.6235258749150473,0.3770408630371094,
57,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,:(,0.6182313406005503,0.3770408630371094,
58,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,via WhatsApp,0.6007287492095335,0.3770408630371094,
59,"Any locals know when they are going to open again?

Thanks for the updates on the closing...anyone other Thai restaurant recommendations since Lotus is closed?",Lotus of Siam,Already a group of people seated and few waiting outside,0.5886117369689583,0.3770408630371094,
60,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,Paired with the sauces and tostada,0.6370701114734583,0.7349827289581299,
61,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,"amazingly tender meats, toasted bread and tasty sauces. 
The chef recommended we try the meat platter and the vegetables and both were delicious",0.6233235791169006,0.7349827289581299,
62,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,Everything was enjoyed immensely by all!,0.6145537010000386,0.7349827289581299,
63,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,Get the steak sandwich bc there's so much at steak,0.5827745956874217,0.7349827289581299,
64,Any options for vegan or vegetarian diners? Trying to find a restaurant to please my family of carnivores and herbivores alike.,Gaucho Parrilla Argentina,The patio is lovely.,0.5819173998625762,0.7349827289581299,
65,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,$39.99 for lunch or dinner seafood buffet,0.8261858984904519,0.32254862785339355,1.0
66,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,Saturday and Sunday = dinner and seafood all day!,0.7820410793081625,0.32254862785339355,2.0
67,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,$39.99 price for the seafood buffet,0.7719891853673625,0.32254862785339355,1.0
68,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,good,0.6817323974173286,0.32254862785339355,1.0
69,"Any oyster in the Monday - Thursday Dinner Buffet? thanks
so what are the major differences between the Monday - Thursday Dinner Buffet and the weekend dinner buffet? thanks again",Studio B Buffet,$10.99 for breakfast buffet,0.6527684961087318,0.32254862785339355,1.0
70,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,"a ticket, reservation, and table number",0.6051878721888058,1.0147082805633545,
71,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,Bar girls were way to into themselves,0.5876185960866619,1.0147082805633545,
72,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,Had a comp table,0.5778340719013146,1.0147082805633545,
73,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,"Awesome spot!
I spent my bday night here and had so much fun.",0.5684389663338861,1.0147082805633545,
74,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28,Hakkasan Nightclub,sardine,0.5558271638924368,1.0147082805633545,
75,Any special menu items for the 4th of July 2018?,Studio B Buffet,Patrick's day special with lots of yummy food,0.5473922208238342,0.3148877620697021,
76,Any special menu items for the 4th of July 2018?,Studio B Buffet,$39.99 for lunch or dinner seafood buffet,0.5436513892240923,0.3148877620697021,
77,Any special menu items for the 4th of July 2018?,Studio B Buffet,beer and wine,0.5404188790227598,0.3148877620697021,
78,Any special menu items for the 4th of July 2018?,Studio B Buffet,If you're a raw oyster fanatic ... you're in for a treat,0.5387934433864242,0.3148877620697021,
79,Any special menu items for the 4th of July 2018?,Studio B Buffet,3:00pm :),0.5294488750176273,0.3148877620697021,
80,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,French steakhouse,0.6073853093031057,0.8269574642181396,
81,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,ask for more water,0.5998734590875426,0.8269574642181396,
82,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,Excellent gluten free options,0.5984737844905932,0.8269574642181396,
83,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,Love the waffles and the bacon. The corned beef hash is good too,0.5872062546990576,0.8269574642181396,
84,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,"Chocolate bacon waffles...if you like chocolate, and you like bacon, it's the perfect marriage.",0.5761829993194097,0.8269574642181396,
85,Any vegetarian options?,Wicked Spoon,fabulous - if you're vegetarian! ;) And a gelato bar,0.6771605575889418,0.3072092533111572,
86,Any vegetarian options?,Wicked Spoon,Service wasn't bad,0.6450889564387969,0.3072092533111572,
87,Any vegetarian options?,Wicked Spoon,So many options,0.5790154050513262,0.3072092533111572,
88,Any vegetarian options?,Wicked Spoon,vegetarian,0.5560797269112754,0.3072092533111572,
89,Any vegetarian options?,Wicked Spoon,Very reasonably priced too,0.5457392565494243,0.3072092533111572,
90,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,Different experience all together.,0.4889184675788092,0.21914076805114746,
91,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,Something for everyone!,0.4539029954645994,0.21914076805114746,
92,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,"Fun time on Fremont, less time walking",0.4430615419254864,0.21914076805114746,
93,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,Watching the Halloween Parade on 4th Street.,0.4413803044989102,0.21914076805114746,
94,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,Don't leave Las Vegas without going to the Freemont experience on a Friday or Saturday evening,0.4371845843525546,0.21914076805114746,
95,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,Come to this place with time to spare,0.6109580244847201,1.160208225250244,
96,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,They accidentally gave away my room,0.5993318991216416,1.160208225250244,
97,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,Thanks MGM,0.5928004434435575,1.160208225250244,
98,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,"sink leaks straight onto your feet, trash and 18 wheelers loading/unloading all night and day and TV",0.5869591634432397,1.160208225250244,
99,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,Check in at airport kiosk,0.5812783039131288,1.160208225250244,
100,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,trying to buy tickets,0.677817556826056,0.3708479404449463,
101,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,Shop online and google all the places were tickets are sold,0.6197387221456324,0.3708479404449463,
102,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,really not nice,0.5152342753905965,0.3708479404449463,
103,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,You are smack dab in the middle of the theatre,0.5148091291700599,0.3708479404449463,
104,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,We also got a free Bellagio buffet for 2,0.5045301028735841,0.3708479404449463,
105,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,Kids should cost less,0.5522120442440182,0.5625894069671631,
106,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,one during you hour+ wait). Get a ticket with a number way in advance,0.5519902226615916,0.5625894069671631,
107,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,Eff,0.5416851988010442,0.5625894069671631,
108,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,Have a friend check you into one of the kiosks,0.5338033157015498,0.5625894069671631,
109,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,*They sell fresh juice,0.5300465479132938,0.5625894069671631,
110,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,..,0.6484948083544783,0.3164987564086914,
111,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,a double.. yummy,0.6454734086100066,0.3164987564086914,
112,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,avoid nighttime reflections in your photos,0.6448502348739519,0.3164987564086914,
113,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,a drink and ride it a night,0.6335023653375401,0.3164987564086914,
114,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,the view is amazing and the pictures,0.6226475066867206,0.3164987564086914,
115,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,it is not complimentary,0.6238292528026076,0.34293341636657715,
116,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,merlot butter rocks,0.6170344733564289,0.34293341636657715,
117,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,real butter,0.6141511181687215,0.34293341636657715,
118,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,Get drinks at 2nd bar,0.5971266974447031,0.34293341636657715,
119,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,Patio seat for dinner is perfect for a romantic dinner,0.5917902340001119,0.34293341636657715,
120,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,*They sell fresh juice,0.5885646505951223,0.4669172763824463,
121,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,Unless you're a thirsty alcoholic I doubt the mimosas are worth it,0.5813717565479863,0.4669172763824463,
122,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,get all different drinks,0.5689592482606508,0.4669172763824463,
123,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,Eat your money back unless you are a monster,0.5672459203815218,0.4669172763824463,
124,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,buffet in Vegas has never had GREAT food,0.5639565726388034,0.4669172763824463,
125,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,#,0.5098624729522735,0.22084736824035645,
126,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,Park,0.4636264816249349,0.22084736824035645,
127,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,parking $8/day,0.4530788481698085,0.22084736824035645,
128,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,"There's only one entrance and one exit, so expect long queues ALL THE TIME",0.43255656181953417,0.22084736824035645,
129,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,scan your card then hit the button,0.42831002195107226,0.22084736824035645,
130,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,Everything but the lamb chop at the meat section is good,0.6960779930013505,0.4578163623809815,
131,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,Had to have my wine,0.6722241154213396,0.4578163623809815,
132,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,good 'crunchy' mouth feel,0.6597764530707523,0.4578163623809815,
133,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,Definitely get the pork siomai,0.6534675165121308,0.4578163623809815,
134,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,eat a variety of meats,0.6381445118047642,0.4578163623809815,
135,Are any of the beers gluten free?,Four Peaks Brewing,I could go all day!,0.4500915721070203,0.2405946254730225,
136,Are any of the beers gluten free?,Four Peaks Brewing,Blech,0.4400698526736291,0.2405946254730225,
137,Are any of the beers gluten free?,Four Peaks Brewing,Very tasty food & beer,0.4374111528954263,0.2405946254730225,
138,Are any of the beers gluten free?,Four Peaks Brewing,try the pasta salad instead of fries,0.43191859612592803,0.2405946254730225,
139,Are any of the beers gluten free?,Four Peaks Brewing,Do not eat the food.,0.41597158914885535,0.2405946254730225,
140,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,good 'crunchy' mouth feel,0.7054594521656395,0.3891184329986572,
141,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,dessert,0.6787567628634663,0.3891184329986572,
142,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,"freely made crepes, ice cream bar, freshly made souffle",0.6646361944193782,0.3891184329986572,
143,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,churros,0.6645981609820436,0.3891184329986572,
144,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,Get a beef taco,0.66409033845649,0.3891184329986572,
145,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,"If you play MyVegas slots, you can use the points to get two for one cocktails",0.5218018000791546,0.4483325481414795,
146,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,decent pricing for the strip,0.5090566571421241,0.4483325481414795,
147,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,Bottomless OJ a great deal for a few bucks,0.4960871335784112,0.4483325481414795,
148,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,c,0.4830662650292639,0.4483325481414795,
149,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,The Bellagio fountains,0.4808192295871334,0.4483325481414795,
150,Are brunch items the same as dinner?,Bacchanal Buffet,$41.99,0.7957519177493668,0.2898068428039551,
151,Are brunch items the same as dinner?,Bacchanal Buffet,$55.95,0.7790094553003908,0.2898068428039551,
152,Are brunch items the same as dinner?,Bacchanal Buffet,brunch,0.7558392500852356,0.2898068428039551,
153,Are brunch items the same as dinner?,Bacchanal Buffet,Dinner includes king crab legs and better seafood and meat selections,0.7429773834072181,0.2898068428039551,
154,Are brunch items the same as dinner?,Bacchanal Buffet,$7 extra for champagne brunch,0.7233052814952134,0.2898068428039551,
155,Are crab legs on available Fri-Sun?,Studio B Buffet,MMmM crab legs,0.6121485114175044,0.5151438713073729,
156,Are crab legs on available Fri-Sun?,Studio B Buffet,Quality has declined - they offer those skinny half snow crab legs,0.5990820269051068,0.5151438713073729,
157,Are crab legs on available Fri-Sun?,Studio B Buffet,Try not to sit in the back corner booths near the Mediterranean food. The older asian lady with shoulder length black hair was extremely rude,0.5906629586306589,0.5151438713073729,
158,Are crab legs on available Fri-Sun?,Studio B Buffet,"Oysters, crab legs, and prime rib!!!",0.5622634190065744,0.5151438713073729,
159,Are crab legs on available Fri-Sun?,Studio B Buffet,not breakfast FYI,0.5579530489264874,0.5151438713073729,
160,Are crab legs served during brunch?,Wicked Spoon,they only serve crab legs for dinner,0.7959877914786383,0.31754064559936523,
161,Are crab legs served during brunch?,Wicked Spoon,Go for the crab legs!,0.7545753715171747,0.31754064559936523,
162,Are crab legs served during brunch?,Wicked Spoon,$33 dinner,0.7329147530319343,0.31754064559936523,
163,Are crab legs served during brunch?,Wicked Spoon,They have a lot of crab legs!,0.7303924742601798,0.31754064559936523,
164,Are crab legs served during brunch?,Wicked Spoon,;D,0.7281562383473962,0.31754064559936523,
165,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,$50/person,0.8519224837311564,0.29747676849365234,1.0
166,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,$50,0.81840837240452,0.29747676849365234,1.0
167,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,$41.99 for weekend brunch and $51.99 for Friday to Sunday dinner,0.8034769504174201,0.29747676849365234,2.0
168,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,$45.39,0.7880064182164485,0.29747676849365234,1.0
169,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,The wait is about one hour for Sunday brunch,0.7839608452022655,0.29747676849365234,2.0
170,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,!,0.767911783011541,0.3073658943176269,
171,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,no line,0.7164585125657109,0.3073658943176269,
172,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,Brunch buffet Monday thru Friday 8am to 2pm,0.6622429071235868,0.3073658943176269,
173,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,Tuesday 5pm - best time to go,0.6592346791872657,0.3073658943176269,
174,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,Not too bad,0.6530648413013498,0.3073658943176269,
175,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,They have a lot of crab legs!,0.5633883767808587,0.3179950714111328,
176,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,Go for the crab legs!,0.5570998834576197,0.3179950714111328,
177,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,they only serve crab legs for dinner,0.5231996835622197,0.3179950714111328,
178,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,Crab legs only available during dinner,0.5093819087138685,0.3179950714111328,
179,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,a waste and dissapointment,0.5057803584327454,0.3179950714111328,
180,Are dogs allowed on Fremont street?,Fremont Street Experience,gambling,0.5593531978942479,0.2855651378631592,
181,Are dogs allowed on Fremont street?,Fremont Street Experience,Bring your ID,0.4768370324714029,0.2855651378631592,
182,Are dogs allowed on Fremont street?,Fremont Street Experience,free parking,0.448459893215456,0.2855651378631592,
183,Are dogs allowed on Fremont street?,Fremont Street Experience,zip-lining over the street!,0.4480413509563392,0.2855651378631592,
184,Are dogs allowed on Fremont street?,Fremont Street Experience,push boundaries with clothing,0.4358412777545808,0.2855651378631592,
185,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,"WiFi never worked. Thermostat was inconsistent,  Melissa the ""supervisor"" refused to resolve the situation. She gave us $25 food coupon",0.3870044349551908,0.2431175708770752,
186,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,AC sometimes stops working,0.3793699993633313,0.2431175708770752,
187,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,Parking is no longer free,0.37470622421150335,0.2431175708770752,
188,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,Check in early,0.3671946347449369,0.2431175708770752,
189,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,"UNLVino....over sold, crowded, no manners, less vendors! The reason I haven't attended in 2 years. Wife got free tickets",0.3611214884132927,0.2431175708770752,
190,Are dogs allowed?,Four Peaks Brewing,stop in Tempe great,0.425289961695204,0.29619407653808594,
191,Are dogs allowed?,Four Peaks Brewing,Great drink and food,0.4067789265758099,0.29619407653808594,
192,Are dogs allowed?,Four Peaks Brewing,I could go all day!,0.4008150310765265,0.29619407653808594,
193,Are dogs allowed?,Four Peaks Brewing,Don't you dare leave this place without having a beer shake,0.3728151253902727,0.29619407653808594,
194,Are dogs allowed?,Four Peaks Brewing,"Awesome food and atmosphere! Great prices, awesome drink selection, friendly staff! Great place to watch games and hang out with friends. I loved the outdoor seating arrangement. Neighborhood wasn't bad. Kind of let's you out onto a main road cursed with traffic",0.3603389418050623,0.29619407653808594,
195,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,Getting drinks before drinks,0.8862278536195464,0.2412583827972412,
196,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,"Delicious food, drinks, and service.",0.7017399006555993,0.2412583827972412,
197,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,Love this place! Great food and drinks,0.6870412762717335,0.2412583827972412,
