,question,business,answer,similarity,execution_time_in_sec,human_rating
81,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,I have to say its not only the worst restaurant I have been to in Vegas,0.8825398435831598,11.25191593170166,
82,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,if I can wake up early enough..,0.8778483047009976,11.25191593170166,
83,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,the deck,0.8772505677975301,11.25191593170166,
84,"Any vegan options? Just wondering if they can whip up some avocado toast for the vegan in the group. Just wondering because for the non-vegans, best breakfast in Vegas that I've had!",Mon Ami Gabi,"naturally upsells the more pricier steaks to them, adding that the hanger steak is way more tougher",0.8731176396862143,11.25191593170166,
85,Any vegetarian options?,Wicked Spoon,My friend is a vegetarian,0.7559860320900214,7.445974588394165,
86,Any vegetarian options?,Wicked Spoon,Out of all the buffets in Vegas,0.7275675178017312,7.445974588394165,
87,Any vegetarian options?,Wicked Spoon,My only complaint,0.7269952814946252,7.445974588394165,
88,Any vegetarian options?,Wicked Spoon,more vegetarian options.,0.7251970542760041,7.445974588394165,
89,Any vegetarian options?,Wicked Spoon,This may be a buffet for folks who prefer small plates formats,0.7023418518163554,7.445974588394165,
90,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,Fremont Street Experience,0.6800500096988257,1.6498713493347168,
91,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,We have been regular,0.6782707473920699,1.6498713493347168,
92,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,gotten better,0.6748948028288322,1.6498713493347168,
93,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,I visit the Fremont Street Experience every third week or so.,0.6656761295701202,1.6498713493347168,
94,Anyone been to Fremont experience at Christmas time?,Fremont Street Experience,anyone who comes to Vegas,0.6642386589787006,1.6498713493347168,
95,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,"Are you Kidding Me"" size line to check in",0.8446601257870393,10.75064754486084,
96,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,The shower head was so slow.. imagine if you're at home and your other family members are using the shower,0.8362800600469187,10.75064754486084,
97,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,you'll be happily drinking,0.8346850408773658,10.75064754486084,
98,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,Grand Pool Complex,0.8326561671866983,10.75064754486084,
99,Anyone get a cabana/private area at MGM grand? Thinking pool pod since it's just two people. Worth it to be close to the water? Thank you!,MGM Grand Hotel,This is probably a good hotel to go to if you're interested in having a room close to the party,0.8310012851114309,10.75064754486084,
100,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,you pay!,0.7430205631286322,1.762336254119873,
101,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,"The website will tell you if you are getting ""splash"" tickets.",0.7333651037422463,1.762336254119873,
102,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,We had tickets for a side/middle section,0.725836624822864,1.762336254119873,
103,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,Check prices directly from the Bellagio website and look for the tickets offered at a 15% discount for certain showtimes.,0.7187667644174842,1.762336254119873,
104,Anyone know a good website to book tickets for a group discount?,Cirque du Soleil - O,I was able to find a 25% discount on tickets for the 10:30,0.7138247671270713,1.762336254119873,
105,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,Total Rewards card,0.8044276224889841,9.492146015167236,
106,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,"anyone that doesn't know this buffet it's so busy that you oftentimes have to sign up via touch-screen kiosk for # of people in your party, time and then you get an estimated wait time",0.7978405306287613,9.492146015167236,
107,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,"If you are a group or 5 or less, then you check in at a kiosk",0.7860202592652668,9.492146015167236,
108,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,"Rewards card, you got a discount $1 a person for lunch",0.7847998905250694,9.492146015167236,
109,Anyone know at what age they charge for children? Or any coupons? Thanks in advance!,Bacchanal Buffet,girl,0.7840640900096586,9.492146015167236,
110,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,you can't bring your own food or drinks,0.8839284114957761,1.9490165710449217,
111,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,carry your beverages onto the ride with you,0.8821625413215607,1.9490165710449217,
112,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,bar,0.8802055965328779,1.9490165710449217,
113,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,i just ask for is you guys to take care of me,0.8730623966205429,1.9490165710449217,
114,Anyone know if you can bring outside drinks onto the ride? I need to make this the most touristy expirience ever with a giant frozen margarita from Fat Tuesday.,High Roller,Everyone got anywhere from 3-5 drinks during the ride (you can bring one to go,0.8729903184620864,1.9490165710449217,
115,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,ice cream dessert,0.814852762811317,8.005148410797121,
116,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,you a dessert which is very kind of them,0.8004803274646554,8.005148410797121,
117,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,a really tasty,0.7923737135977221,8.005148410797121,
118,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,us a good table,0.7914847330795541,8.005148410797121,
119,Anyone know what champagne they give with the birthday dessert?,Mon Ami Gabi,a candle,0.7857718186234995,8.005148410797121,
120,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,if you don't drink,0.7899749336026449,9.491529226303099,
121,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,one small glass of wine,0.7887725105632067,9.491529226303099,
122,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,never ask us how we are doing or if I needed more drink,0.7733171896690197,9.491529226303099,
123,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,I don't even know what to say.,0.7728178137826891,9.491529226303099,
124,Anyone know what kind of Champagne they serve for the bottomless alcohol?,Bacchanal Buffet,slap me silly for scoffing at the idea of AYCD champagne,0.7709799933748561,9.491529226303099,
125,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,the valet parking was not available,0.7751595187456987,2.505873203277588,
126,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,It was so complicated to get from the parking structure to the hotel.,0.7658035844105551,2.505873203277588,
127,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,really drives anywhere once you park?,0.7620437666671253,2.505873203277588,
128,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,the Linq valet is full until you follow the maze of pylons,0.7615273754140205,2.505873203277588,
129,Anyone know when the parking structure construction is set to be completed?,The LINQ Hotel & Casino,the pool is still being worked on and some other amenities still in construction.,0.7606253492325489,2.505873203277588,
130,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,"Then there's also a meat section with sausages, turkey breast, beef, lamb and etc.",0.7876016058026973,9.477260828018187,
131,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,were comparable to what you would get at most restaurants.,0.7710077236519114,9.477260828018187,
132,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,Only the lamb chops are divine.,0.7628296080591092,9.477260828018187,
133,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,There were plenty of meat dishes and noodles but not a lot of roasted vegetables for those who aren't into meat and carbs.,0.7569833552295823,9.477260828018187,
134,Are any meats halal? Maybe the australian lamb?,Bacchanal Buffet,2,0.7530731682649284,9.477260828018187,
135,Are any of the beers gluten free?,Four Peaks Brewing,":(

They do have gluten free entrees",0.7408580598443418,2.11850380897522,
136,Are any of the beers gluten free?,Four Peaks Brewing,"No free dessert, beer, or anything.",0.7188699511466872,2.11850380897522,
137,Are any of the beers gluten free?,Four Peaks Brewing,*free wifi* if you're into that kind of thing.,0.7002890129853118,2.11850380897522,
138,Are any of the beers gluten free?,Four Peaks Brewing,"Try any sandwich on a beer bread, and you will be in heaven.",0.6870792891766574,2.11850380897522,
139,Are any of the beers gluten free?,Four Peaks Brewing,don't be discouraged!,0.6841830654729758,2.11850380897522,
140,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,crab legs,0.8335954211450042,9.566656112670898,
141,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,cheap,0.8302199506042592,9.566656112670898,
142,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,crab legs,0.8295971186182346,9.566656112670898,
143,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,never get soup,0.8277394511689348,9.566656112670898,
144,"Are beef ribs on the buffet everyday? If not, what days?",Bacchanal Buffet,early days with actual steaks,0.8267133970329485,9.566656112670898,
145,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,4pm,0.7529799672851677,3.068315029144287,
146,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,2 pm,0.7529772507148146,3.068315029144287,
147,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,saturdays,0.7518064846218462,3.068315029144287,
148,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,2 pm,0.7507280754326495,3.068315029144287,
149,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,if you only get good service,0.7486305920929283,3.068315029144287,
150,Are brunch items the same as dinner?,Bacchanal Buffet,2:20pm,0.8309911982193159,9.412641525268556,
151,Are brunch items the same as dinner?,Bacchanal Buffet,brunch at 2:45,0.8124776085780666,9.412641525268556,
152,Are brunch items the same as dinner?,Bacchanal Buffet,There was no lunch but only brunch and dinner,0.8010355233789727,9.412641525268556,
153,Are brunch items the same as dinner?,Bacchanal Buffet,They serve pretty much the same items for lunch and dinner.,0.7990138585193324,9.412641525268556,
154,Are brunch items the same as dinner?,Bacchanal Buffet,"Just FYI, lunch and dinner have the same menu",0.7964908018958289,9.412641525268556,
155,Are crab legs on available Fri-Sun?,Studio B Buffet,I mean crab legs are crab legs,0.8085517755259835,4.462409973144531,
156,Are crab legs on available Fri-Sun?,Studio B Buffet,The crab legs are pre-cut,0.8067992244115464,4.462409973144531,
157,Are crab legs on available Fri-Sun?,Studio B Buffet,The crab legs and shrimps are good.,0.7688567838758675,4.462409973144531,
158,Are crab legs on available Fri-Sun?,Studio B Buffet,If there are crab legs,0.7685525318106394,4.462409973144531,
159,Are crab legs on available Fri-Sun?,Studio B Buffet,King crab legs are amazing.,0.7570955593659369,4.462409973144531,
160,Are crab legs served during brunch?,Wicked Spoon,no crab legs or shrimp cocktails,0.8076231310982417,7.4290218353271475,4.0
161,Are crab legs served during brunch?,Wicked Spoon,Only the crab legs were for dinner,0.8051114986370124,7.4290218353271475,2.0
162,Are crab legs served during brunch?,Wicked Spoon,@ brunch,0.8013251927805579,7.4290218353271475,1.0
163,Are crab legs served during brunch?,Wicked Spoon,Only cold crab legs are served at the Bacchanal.,0.7936341024252208,7.4290218353271475,3.0
164,Are crab legs served during brunch?,Wicked Spoon,crab cakes or crab legs,0.7812005292680446,7.4290218353271475,1.0
165,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,Hot crab legs are served at the italian section during dinner time,0.8091634649019748,9.407333612442015,5.0
166,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,Sunday brunch early morning,0.8029519219997064,9.407333612442015,3.0
167,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,Friday morning around 1000.,0.7914306781935009,9.407333612442015,2.0
168,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,weekdays before dinner,0.7883546581847567,9.407333612442015,4.0
169,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,Ate,0.7879485035758488,9.407333612442015,1.0
170,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,Went to the Wicked Spoon for the breakfast buffet early on a Sunday morning.,0.8187492563165321,7.449788570404053,
171,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,brunch,0.8088506753366993,7.449788570404053,
172,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,We went for brunch on Saturday morning,0.8066321458423766,7.449788570404053,
173,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,brunch.,0.7969998435410499,7.449788570404053,
174,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,lunch.,0.7889738049460215,7.449788570404053,
175,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,3pm,0.8454303638800119,7.516966342926025,
176,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,two hours,0.8441805806114421,7.516966342926025,
177,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,they'd be served by an armed guard,0.8426709357601871,7.516966342926025,
178,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,bone marrow,0.8422206808942319,7.516966342926025,
179,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,"becomes dry 
-fried chicken",0.8419221725523812,7.516966342926025,
180,Are dogs allowed on Fremont street?,Fremont Street Experience,Fremont street is a must see.,0.7367195804128223,1.6381454467773438,
181,Are dogs allowed on Fremont street?,Fremont Street Experience,you should head to the downtown area bars,0.7325814515581494,1.6381454467773438,
182,Are dogs allowed on Fremont street?,Fremont Street Experience,.,0.7026908917390071,1.6381454467773438,
183,Are dogs allowed on Fremont street?,Fremont Street Experience,We were at Freemont Street on Halloween and let's just say lots of freaks out.,0.6960899404677625,1.6381454467773438,
184,Are dogs allowed on Fremont street?,Fremont Street Experience,Be prepared to have some fun down here!,0.6907710395822609,1.6381454467773438,
185,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,Was nice that we ran into other dog owners who brought their dogs.,0.6504103664876913,2.4658145904541016,
186,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,No,0.6343341165288137,2.4658145904541016,
187,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,PETSTAY rooms,0.6235780141921051,2.4658145904541016,
188,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,Are you drunk mom?,0.5985041002348905,2.4658145904541016,
189,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,can stay here,0.5953420412067175,2.4658145904541016,
190,Are dogs allowed?,Four Peaks Brewing,Are you a sissy or not?,0.6607418678649921,2.0680949687957764,
191,Are dogs allowed?,Four Peaks Brewing,NOT a dog friendly patio- we get there and dogs need to be on the outside of the fence?,0.630099494605513,2.0680949687957764,
192,Are dogs allowed?,Four Peaks Brewing,Are you serious?,0.6012069820833505,2.0680949687957764,
193,Are dogs allowed?,Four Peaks Brewing,Now if only they allowed me to bring my dog...,0.5832524404564525,2.0680949687957764,
194,Are dogs allowed?,Four Peaks Brewing,I just wish they would allow you to bring dogs on the patio!,0.5810775073274771,2.0680949687957764,
195,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,There's a lounge where you can just sit,0.8592272798003698,2.8626434803009038,
196,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,took a long time to get our drinks.,0.8554933566619873,2.8626434803009038,
197,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,really bad,0.8551238233000671,2.8626434803009038,
198,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,not just the fruit salad in your drink,0.8472690996590986,2.8626434803009038,
199,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,We were here for breakfast,0.8390994580475077,2.8626434803009038,
