answer,business_name,helpful,question
Usually 20 minutes on a busy day.,Mr. Mamas Breakfast and Lunch,1,How long is the wait?
"I didn't wait at all, it was a Tuesday.",Mr. Mamas Breakfast and Lunch,1,How long is the wait?
Definitely depends on the day and time you go. But when I went I was seated right when I entered the door!,Mr. Mamas Breakfast and Lunch,1,How long is the wait?
Hello! It's usually 4.7% - 4.85%.,HEXX kitchen + bar,0,What is the concession fee for that's listed at the bottom of the menu?
"Gream P.,

Happy to help. While we don’t offer a senior discount, if you reach Sterling status with our Identity Membership & Rewards program, you can receive one 2-for-1 Wicked Spoon buffet per month. If you attain Gold or Platinum status, you can receive one 2-for-1 Wicked Spoon buffet per day with priority access—more here: http://bit.ly/36he3IM

We hope to see you here soon.",Wicked Spoon,0,Is there a senior discount available?
"Some good sites would be Viator.com where I got my Tix.  Also there's several ""Half Price Tickets"" booths on the strip (I think that's the name of it, their logo has a ticket stub on it).  Fridays are tough day of show but you may want to consider splitting 4 and 4 and see how you do...",Cirque du Soleil - O,1,We want to buy 8 tickets for today what can we do?
I would call the box office at the Bellagio to see what availability they have for either of the shows tonight,Cirque du Soleil - O,0,We want to buy 8 tickets for today what can we do?
Go to the box office at any of the MGM property. They are giving 20% for this month,Cirque du Soleil - O,0,We want to buy 8 tickets for today what can we do?
"While Wicked Spoon does not serve lobster and selection varies daily, you can expect to enjoy seafood options like a ceviche bar, crab legs, seafood broil station, salmon dishes, baked oysters, etc.",Wicked Spoon,0,Heading to Vegas for spring break. Do you have lobster on your menu?
"Most of the options are meat. They have only one or two vegetable dishes. If you are a vegetarian, i would not recommend to come here. It is all about meat.",Gen Korean BBQ House,6,Do they offer vegetarian options?
"There are definitely lots of vegetarian side dishes like soybean soup, potato salad, kimchi, radish, etc but I would not recommend coming here and paying $30+ for dinner for the side dishes. The main things offered here are definitely the meats. They have some seafood options but the menu is mainly meat.",Gen Korean BBQ House,2,Do they offer vegetarian options?
"I would not recommend this place for vegetarians as it is an all you can eat Korean BBQ. They do have a vegetable option however it is a plate with onions, mushroom and bell peppers... they will still charge full price. And $25+ for veggies is not cool :( . Some of the side dishes do contain fish sauce in them, so even then, it is very limiting on what you can eat.",Gen Korean BBQ House,2,Do they offer vegetarian options?
Definitely not a place for a vegetarian. Very limited. They even have a disclaimer at the bottom of their menu that vegetarians have to pay the full price.,Gen Korean BBQ House,2,Do they offer vegetarian options?
"Well if vegetarians are allowed to eat fish and shrimps and stuff then yes, they offer vegetarian options. However I WILL say that it's not as good as the meat options. They have salad, side dishes that are mostly pickled veggies, you can order soondubu which is korean tofu stew, you can order rice. They also have ""asian"" version mashed potatoes which I actually liked. 

But again, I probably wouldn't come here if I was a vegetarian unless you're forced to go because your friends wanna go!",Gen Korean BBQ House,2,Do they offer vegetarian options?
Contact 702.708.0630! My host for years. Shes great- free entry!!,Hakkasan Nightclub-Temporarily Closed,1,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28
"Sure
Text 702.677.1525",Hakkasan Nightclub-Temporarily Closed,0,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28
Literally post a cute pic of your girlfriends and hashtag Vegas and you will get the promoters to contact you lol,Hakkasan Nightclub-Temporarily Closed,0,Any promoters for the weekend of 7/26-28? We have a party of 3 girls celebrating a 21st B day! Looking to go to Hakkasan on sat 7/28
"Nope, not when I was there at least! (December '18)",Westgate Las Vegas Resort & Casino,0,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website."
"I can't tell what kind of cheese is there, so I took a picture.",Wicked Spoon,0,What kind of cheeses do they have at the charcuterie station?
"Does Monte serve a vegetarian egg noodle soup? No..
Ramen cannot have vegetarian broth. Any broth other then Pork based and it wouldn't be ramen. The pork bone base is combined with either Salt, Soy Sauce, chicken broth or Miso and noodle  water to make the soup the noodles are served with. While Monte does not serve a Vegetarian Egg noodle soup you can get an Egg Noodle salad without pork that would be vegetarian",Monta Japanese Noodle House,2,Any vegetarian broth?
They did at the sister property that is currently relocating.   However it was bland and nothing I would recommend.   You could try one of their cold noodle dishes and ask them to leave off the pork.  I really enjoy the one with yuzu soy sauce.,Monta Japanese Noodle House,2,Any vegetarian broth?
Yes we do! We have families come in all the time and we have a special children's menu for the little ones.,El Dorado Cantina - Las Vegas Strip,0,Do you allow kids?
Yess why not,El Dorado Cantina - Las Vegas Strip,0,Do you allow kids?
Yes they do have crab legs for lunch. I went during lunch bc it was cheaper. I'm guessing it's 11-3pm but I'm not 100% about the time.,Bacchanal Buffet - Temporarily Closed,5,Do they serve crab legs for lunch and what time is lunch until?
"I didn't see crab legs for lunch when I was there, I would have taken a picture, the lunch is from 11 to 3. it was more of a brunch as they did offer breakfast options too",Bacchanal Buffet - Temporarily Closed,3,Do they serve crab legs for lunch and what time is lunch until?
This ain't Vietnamese or Chinese cuisine ! It's Korean food and they don't use rice paper  . But there's a Vietnamese grocery near by you can BYORP (bring your own rice paper ),BBQ House,0,Do they have rice paper?
"Hi Maria, 
We are proud to offer a variety of our signature dishes prepared gluten-free upon request. To view our full gluten free menu, please click link here: http://www.monamigabi.com/las-vegas/menus/gluten-free/ . 

Thank you!",Mon Ami Gabi,0,What are the gluten-free options available?
"that's a question for the restaurant, not me.",Mon Ami Gabi,0,What are the gluten-free options available?
It all depends...if you go to the dinner serving they might have lamb but mostly seen either crab legs or steak unfortunately.,Bacchanal Buffet - Temporarily Closed,0,Are any meats halal? Maybe the australian lamb?
No.,Gen Korean BBQ House,1,Do they take reservations?
"I don't recall if they do but this place is huge with plenty of space. Unless it's a Friday or Saturday night, I doubt there will not be enough space to accommodate. There is also a 2 hour limit at each table.",Gen Korean BBQ House,1,Do they take reservations?
"No, they do not take reservations. And the few times I've been there wait times are long, so bring lots of patience with you:)",Gen Korean BBQ House,1,Do they take reservations?
They do not.,Gen Korean BBQ House,1,Do they take reservations?
No they don't take reservations.,Gen Korean BBQ House,1,Do they take reservations?
"Hello Sophia, The Buffet offers Brunch service from 7:30 am to 3:30 pm and Dinner Service from 3:30 pm to 9:30 pm. There is no separate lunch service. A full range of breakfast options are included during Brunch Service. Yes, we do offer a limited amount of seafood options during weekday Brunch service such as clams, an assortment of sushi, calamari, fish and chips, and smoked salmon. Shrimp cocktail and oysters are offered additionally during weekend Brunch service. Please be advised that menus are subject to change. For more information you may contact The Buffet at 702-770-7000. Thank you and we hope to welcome you soon.",The Buffet At Wynn,1,Is brunch and lunch offered separately or the same service offered from 9:00-3:00? Is seafood offered during the lunch?
"They offer at the same time. However some breakfast items are taken away around midday and more lunch items replace these. They are good though, if you ask for a box of cereal or pastry say, they will get one from stock if any are left. I think some seafood is offered, but I can't recall what exactly as I'm vegetarian so didn't pay much attention! However the menu differs daily so it's best to pop and take a look or ask before paying to eat there.",The Buffet At Wynn,0,Is brunch and lunch offered separately or the same service offered from 9:00-3:00? Is seafood offered during the lunch?
Brunch is lunch and seafood on the brunch service,The Buffet At Wynn,0,Is brunch and lunch offered separately or the same service offered from 9:00-3:00? Is seafood offered during the lunch?
Same service,The Buffet At Wynn,0,Is brunch and lunch offered separately or the same service offered from 9:00-3:00? Is seafood offered during the lunch?
"Quan Z.,

Happy to help. Dungeness crab legs are served during dinner hours starting at 5PM Monday - Thursday and 3PM Friday - Sunday. If you have any other questions, please give us a call at 702.698.7870. We hope to see you soon.",Wicked Spoon,0,"As of 2019, are there crab legs during weekday lunch? Or just dinner? Or only on weekends?"
Every dinner includes crab legs.,Wicked Spoon,0,"As of 2019, are there crab legs during weekday lunch? Or just dinner? Or only on weekends?"
"During my stay Dec 7/8 (a Saturday and Sunday), Wicked Spoon had crab legs out during breakfast/brunch hours; well prior to the 3pm time listed in the Cosmo answer above. It's worth noting however that the crab legs should not factor in as a primary reason for patronizing Wicked Spoon, they're small, still partially frozen and all-around mediocre at best.",Wicked Spoon,0,"As of 2019, are there crab legs during weekday lunch? Or just dinner? Or only on weekends?"
"No, that promotion is not currently available.",Bacchanal Buffet - Temporarily Closed,0,With Yelp check in are you able to bypass the line?
"No, Yelp checkin will not help here.   To bypass the line, you have to have Diamond or Seven Stars Total Rewards cards, or if a Host gives you a onetime pass.",Bacchanal Buffet - Temporarily Closed,0,With Yelp check in are you able to bypass the line?
"We do not. We are using packer out of South Dakota. Creekstone is a good product but we aren't able to get primes and I also believe they have a bit much variability in their quality.

Thanks,

Scott",Little Miss BBQ,0,Do you guys use creekstone beef?
No we dont,Little Miss BBQ,0,Do you guys use creekstone beef?
When I went for breakfast they had heaters that where attached to the roof blowing down hot air. It got hot enough that I had to ask for them to be turned down.,HEXX kitchen + bar,1,"Do they have heat lamps outside? Going to Vegas in January and want to watch the Bellagio fountains, I know Hexx has an outdoor patio. Thanks."
Yes they do! I sat out in the patio and saw the heat lamps and questioned them since it was so hot!,HEXX kitchen + bar,1,"Do they have heat lamps outside? Going to Vegas in January and want to watch the Bellagio fountains, I know Hexx has an outdoor patio. Thanks."
Sorry we sat inside and didn't notice.,HEXX kitchen + bar,0,"Do they have heat lamps outside? Going to Vegas in January and want to watch the Bellagio fountains, I know Hexx has an outdoor patio. Thanks."
"We do have heated patios, hopefully you will join us during your trip to Las Vegas.",HEXX kitchen + bar,0,"Do they have heat lamps outside? Going to Vegas in January and want to watch the Bellagio fountains, I know Hexx has an outdoor patio. Thanks."
"Yes, Happy Hour is limited to the Bar area.",The Arrogant Butcher,1,Is the happy hour menu limited to the bar only? And is it available during Suns home games?
"Hi Vanessa,
We offer happy hour in our bar and the lounge area as well as our patio, so there’s a large amount of table seating in addition to the bar stools. 

We typically do offer our happy hour during Suns games, but sometimes we have a special menu in its place. 

If you’ve got a specific date in mind, I’m happy to confirm with chef what menu we are serving. 

Thanks!",The Arrogant Butcher,1,Is the happy hour menu limited to the bar only? And is it available during Suns home games?
"Buffet of Buffets is a 24 hour pass to 5 buffets at the Flamingo, Harrah's, Planet Hollywood, Rio, and Paris hotels. You pay one price and you can go in as many times as you like. As Bacchanal at Caesars Palace is a more premium buffet, it is not included in the base price, but you may access Bacchanal by paying the upgrade fee. This is a per person per visit fee. Essentially, the Buffet of Buffet pass gets you free entrance to 5 buffets and a discount at Bacchanal. The price of the BoB pass and the upgrade fees can vary around major holidays.",Bacchanal Buffet - Temporarily Closed,0,What is buffet of buffets?
"You will proceed to the ""Express"" line and let the cashiers know you have an open table VIP experience reservation. Thank you!",Bacchanal Buffet - Temporarily Closed,1,If you have a reservation through open table where do you go?
The beer-battered chicken strips are always my go-to!,Four Peaks Brewing,2,What were you all eating under there?
Underwear?!?! Hahahahahaha,Four Peaks Brewing,2,What were you all eating under there?
They have a varied menu but I always enjoy their famous burgers. Don't forget that they have great fresh craft brewed beer all the time.,Four Peaks Brewing,1,What were you all eating under there?
"Everything on the menu is pretty tasty, depending upon your tastes.",Four Peaks Brewing,1,What were you all eating under there?
Food,Four Peaks Brewing,0,What were you all eating under there?
"Unfortunately we don't, thank you for asking.",HEXX kitchen + bar,0,Do you serve Creekstone Farms steaks? Checking if the steaks are halal certified.?
"Since that's such a specific request, you may wish to call the restaurant directly.  Good luck!",HEXX kitchen + bar,0,Do you serve Creekstone Farms steaks? Checking if the steaks are halal certified.?
"Hi Anton, thanks for your interest! We have plenty of fresh-baked breads, English muffins, crêpes, pancakes etc, but in terms of muffins and other pastries, that is not something we typically serve. Please check out the full menu here: http://bucket.monamigabi.com/wp-content/uploads/2016/11/Veg_Breakfast.pdf?%2011.09.17

Enjoy!",Mon Ami Gabi,1,"How are the pastry selections during weekday breakfast? Reviews seem mixed, if we came in for breakfast would there be a good selection of pastries? Thanks!"
"You don't need tickets, it's free! And I've never heard of any muggings, it's very safe there.",Fremont Street Experience,0,Where do you buy tickets?and are muggings often
"Appetizer $15-20
Salads $12-15
Steaks $25-60
Sides $10
Pasta and pizza $18-30
Entrees $30 and above

They have a prix fixe I would check into something like that.",HEXX kitchen + bar,13,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.
About $16-$22 :),HEXX kitchen + bar,5,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.
Without drinks I would say between $35-45 depending on what you order.,HEXX kitchen + bar,4,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.
$25-$35,HEXX kitchen + bar,3,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.
"Their dinner entrees range from $17-$26 (pastas and pizzas) all the way up to $20-$50 (steaks and entrees). Their food is delicious, but you're gonna pay for it. There are some good pictures of their actual menu with prices in their Yelp listing.

https://www.yelp.com/biz_photos/hexx-kitchen-bar-las-vegas-2?select=ytGhyoFO4b5sMxFuOMG0GA",HEXX kitchen + bar,5,Can anyone tell the average cost of a dinner entree? Having a family dinner for about 18 people.
The menu varies but when we’ve been there both on a weekday and weekend the bone marrow dish has been available.,Wicked Spoon,1,What do they have for weeday brunch? Same dishes? Like bone marrow etc?
"Tenghuan G. 

Bone marrow is served during both brunch and dinner. Also, please know that our menu items are subject to change daily. If you have any questions, you can contact us directly at 702.698.7870. We hope to see you soon.",Wicked Spoon,0,What do they have for weeday brunch? Same dishes? Like bone marrow etc?
"I believe it is $25 per bottle, not sure on the limit.",Nora's Italian Cuisine,0,Corkage fee and limits?
"Wynn Buffet takes no reservations.  You must stand in line, but with a Tower Suite or RFB star key you will take the shorter line.  Be aware that Wynn Buffet will be closing entirely until further notice as of March 2020, due to coronavirus concerns, along with most of the other major buffets on the Las Vegas Strip.",The Buffet At Wynn,0,What are the prices for Sunday brunch? Do we have to reserve a table?
"$37.99 FYI- if it's open, I'd totally go, as they kept everything exceptionally clean, & staff served the selections- no customers touch the plates of tongs... The Wynn by far had the best cleanliness standards I saw this week in Vegas (I was there 3/10-3/14... I stayed at another hotel... I'd only stay at The Wynn or perhaps Bellagio if I went back this Spring 2020.)",The Buffet At Wynn,0,What are the prices for Sunday brunch? Do we have to reserve a table?
"There are no reservations.   It is closed due to virus. 
Weekend brunch is 39 and Dinner is 53. 
I highly recommend it for the atmosphere when it reopens.",The Buffet At Wynn,0,What are the prices for Sunday brunch? Do we have to reserve a table?
"No reservations needed. The price depends on the time. I went during Chinese New Year it was 49.99 for the early brunch and 59.99 for dinner.  I would call ahead. They closed many buffets as the spread of covid19 became a bigger concern. 

This buffet was great though. And I've tried caesars palace. So I can compare it to another great one.",The Buffet At Wynn,0,What are the prices for Sunday brunch? Do we have to reserve a table?
"No, they don't weigh you. Each carriage is designed to hold 40 people and can hold up to 44,000 pounds so there's no need to weigh each person.",High Roller - Temporarily Closed,2,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?
I'm a big guy. Never felt worried.,High Roller - Temporarily Closed,1,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?
The only thing I noticed in the pod I was in was that the bartender asked us to be pretty evenly distributed so the pod wouldn't lean one way more than the other. She directed us to where we needed to go and it wasn't an issue.,High Roller - Temporarily Closed,1,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?
"You do not get weighed, they do not over fill the pods.",High Roller - Temporarily Closed,1,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?
"According to Caesar's website, the pods fit UP to 40 people so they must be able to weigh the pod itself and limit the number of people based on total weight. But they don't weigh each person individually.",High Roller - Temporarily Closed,0,Do they weigh you before you get on ? Or how do they know not to over pack the bubble?
We had a group of 7 and they split it 3 ways for us.,HEXX kitchen + bar,1,"If you have a group of 10, will they split your check per person?"
Yea they will,HEXX kitchen + bar,1,"If you have a group of 10, will they split your check per person?"
"That's a good question.. I don't know the answer but I bet if you give them a call they will be happy to answer your question.
Have fun!",HEXX kitchen + bar,1,"If you have a group of 10, will they split your check per person?"
We had two checks without a problem.  You may wish to call the restaurant directly to inquire.  Best wishes!,HEXX kitchen + bar,1,"If you have a group of 10, will they split your check per person?"
Thank you for asking Rachel - we typically prefer to only split a check between one or two guest. If you need to split it ten ways please let the server and management team know ahead of time since it does take quite a bit more time with the payment processing.,HEXX kitchen + bar,1,"If you have a group of 10, will they split your check per person?"
"Aviation museum, Billy Graham library, grab a foot massage? Old Meck brewery, do a drive by of Bank of America Stadium, there are outlets for shopping close by too. TOP GOLF! There is an awesome Segway tour too. 
All these things with in 4 or 5 miles! Good luck!",Charlotte Douglas International Airport,3,Long layover.  Any suggestions on places to go in town?
Go uptown.  Lots of good bars and museums (I'd pick The Mint) and not that far from airport.,Charlotte Douglas International Airport,2,Long layover.  Any suggestions on places to go in town?
NASCAR Hall of fame,Charlotte Douglas International Airport,2,Long layover.  Any suggestions on places to go in town?
"You are close to uptown so get an Uber and go to the Epicenter for food and to walk around. 

Or you can head to the white water center and sit by the rapids and have a beer and food. 

NODA is a cool neighborhood that has a lot of breweries (Heist, NODA, Birdsong)

Or go to Southend and try Hawkers, Jeni's ice cream on the patio and then jump on the light rail to uptown to walk around. Get off at the convention center and explore the art district, stadiums and ppl watching on the square or Romare Bearden Park",Charlotte Douglas International Airport,1,Long layover.  Any suggestions on places to go in town?
Aviation museum is right next to airport and plenty of art museums downtown about 20 min ride away,Charlotte Douglas International Airport,0,Long layover.  Any suggestions on places to go in town?
"Yes, they are available at the desert area during brunch",Bacchanal Buffet - Temporarily Closed,3,Is the made to order soufflés available during brunch?
Yep!,Bacchanal Buffet - Temporarily Closed,3,Is the made to order soufflés available during brunch?
I've only seen soufflés during dinner.,Bacchanal Buffet - Temporarily Closed,2,Is the made to order soufflés available during brunch?
I've only seen the made to order omelets for brunch,Bacchanal Buffet - Temporarily Closed,1,Is the made to order soufflés available during brunch?
Sorry! I have no idea. I have only been here for dinner.,Bacchanal Buffet - Temporarily Closed,0,Is the made to order soufflés available during brunch?
"4 dishes at a time, 2 hour window. Make sure you order and turn in your hot plate right away, and once you receive your first set of dishes, immediately order again. With this process, you should be able to get over 30 plates.",Gen Korean BBQ House,42,Is it a buffet?
"Gen is an all you can eat kbbq place, not a buffet but you basically get a menu and you can order up to 4 different meats or items at a time and you cook it yourself. There is a 2 hour time limit but you can order as much as you want. You can’t take anything home and can also be charged for any uncooked meat that you over-order.",Gen Korean BBQ House,8,Is it a buffet?
Not a buffet. You just keep ordering the meat you want and they bring you the raw meat to cook.,Gen Korean BBQ House,3,Is it a buffet?
No its not a buffet because you place your order with the server and they bring out the food. You are allowed to order four items at once and there is also a two hour time limit.,Gen Korean BBQ House,4,Is it a buffet?
All you can eat,Gen Korean BBQ House,4,Is it a buffet?
"You probably would be missing out on crab-legs, oysters and Australian Lamb and other main items during lunch but there are alot of other items that are different from brunch to dinner like desserts and side orders. I know the asian station is pretty much the same but you will just have to do and see.. Hot crab legs in the back area they can warm em up for you by the asian station! TONS of meat from sausages, ribs, roast, pork ribs,steak and the list goes on for dinner though! Good Luck",Bacchanal Buffet - Temporarily Closed,1,What is the differences between week day dinner and weekend dinner? In particular the food offering difference
I'm seeing (702) 862-4538 listed on their site. Hope that helps!,Cornish Pasty,1,What is the the phone number ? We trying to place an order for take out and it goes to answering machine.
Absolutely and you will not walk away hungry,The Peppermill Restaurant & Fireside Lounge,0,Do they serve breakfast?
Yes -for sure. The portions are HUGE,The Peppermill Restaurant & Fireside Lounge,0,Do they serve breakfast?
BIG breakfasts,The Peppermill Restaurant & Fireside Lounge,0,Do they serve breakfast?
Breakfast is served 24 hours a day. Bring your appetite.,The Peppermill Restaurant & Fireside Lounge,0,Do they serve breakfast?
You now use your players card to redeem points for payment,Le Thai,0,"Has anyone used their food comp from The D here?  If so, how did it work out?"
One hour before the fight,MGM Grand Hotel,1,Hey what time do they close bets here for the boxing fight canelo vs ggg?
"We made same day reservations for 8pm, but it was a week day!  

We had great views of the Vegas Strip and Bellagio fountains.   I think at night you can appreciate all the lights and views better! 

FYI- The restaurant is not all the way up the tower!  Not even half ways.

Hope this helps!",Eiffel Tower,7,What's the best time to make a reservation for restaurant?
"Lunch is usually pretty open. I believe they have a 5 to 7 special. But I definitely recommend  a reservation for anything after 5 as it is a popular restaurant. I like to make mine right before sunset, that way you see also see the Bellagio's water show in day and night.",Eiffel Tower,5,What's the best time to make a reservation for restaurant?
"If you're looking to get a table next to the window, I'd make it a late dinner (late being the better option so you get a view of the strip at night).  Either way, the wait for a table never seems to exceed more than a half hour or so.  If you have a large party and/or you know the day/time you'll be dining, call ahead for reservations to guarantee a table.  I made a reservation on a Monday morning for a Tuesday night dinner requesting a window table and they came through perfectly!",Eiffel Tower,4,What's the best time to make a reservation for restaurant?
Anytime that it's night time,Eiffel Tower,2,What's the best time to make a reservation for restaurant?
Any time is great. Depends on what experience you want and what your plans after are. For a nice dinner I'd say maybe 7:30-8pm with keeping in mind you'll be there for about two hours.,Eiffel Tower,3,What's the best time to make a reservation for restaurant?
"Hi Promee, Thank you for reaching out! We no longer have the Creekstone Farms NY Strip that we once carried through Beudel Meats.",Mon Ami Gabi,0,Do you serve meat from the Creekstone farm at this location?
"that's a question for the restaurant, not me.",Mon Ami Gabi,0,Do you serve meat from the Creekstone farm at this location?
"Yes and they will offer to ""upgrade"" you better seats if you meet their criteria. When entering the tent the people in front of me showed their tickets and went to their seats, no offer of an ""upgrade"". I'm black and was offered but declined because I knew what they were up to LOL they wanted me to be a part of that lap dance act. I politely refused and watched the show!",Absinthe,5,Do they pull you onstage?
"When I went, there were a few people pulled on stage.  Two men and one woman were selected.  The guys had to do a lap dance for the woman for a prize. LOL",Absinthe,2,Do they pull you onstage?
Two men and one woman got pulled on stage. The men had to do a lap dance contest for the woman. They used some members of the audience for jokes while they sit the rest of the time.,Absinthe,3,Do they pull you onstage?
Only selected people are asked to come on stage  usually the front row - and when I was there I didn't have to go if u were not ok with it. Hope that helps. ;),Absinthe,1,Do they pull you onstage?
Yes. Two men and one woman on stage for dance contest. Plus when in first few rows there are jokes or possibly water thrown.,Absinthe,2,Do they pull you onstage?
A whopping $75.,Eiffel Tower,0,What is the corkage policy?
There is no All you can eat!!,Raku,1,How much for all you can eat dinner?
"There isn't an all you can eat dinner. This is not that type of restaurant. You can order a Tasting Menu prepared/designed by the Chef, but be warned, that changes regularly.",Raku,0,How much for all you can eat dinner?
"Whether you can legally, I can't advise, but I was there over NYE and smelled it everywhere on Fremont St.",Fremont Street Experience,0,Can you smoke weed on Fremont street?
Jr. Suite probably has a mini fridge and a small sofa,The LINQ Hotel & Casino - Temporarily Closed,0,Why is the King Jr. Suite more expensive than the King Suite? Does anyone know which one is better?
"They do, it's called ""Social Hour/Reverse Happy Hour"" and it's from 10p-11p Monday-Thursday. They do have drink specials but do not have a posted menu on it.",STK Las Vegas,1,"Does STK offer a happy hour for food and cocktails? If so, which days and times? Where can we find the menu?"
Sunday-Thursday 10-close. I believe food cuts of at midnight. Half off signature cocktails and a rotating menu of $6-$12 bites.,STK Las Vegas,0,"Does STK offer a happy hour for food and cocktails? If so, which days and times? Where can we find the menu?"
No but i want to go,Fremont Street Experience,0,Anyone been to Fremont experience at Christmas time?
"As far as I know you would only be charged if you simply don't show up, not if you cancel the reservation in advance.",Eiffel Tower,1,"I have a reservation in September for 2, if i cancel it will i be charged?"
I believe Matthew C. is correct. Especially if you are cancelling this far in advance. Most restaurants on the Strip won't penalize you so long as you cancel within 48hrs of your reservation.,Eiffel Tower,1,"I have a reservation in September for 2, if i cancel it will i be charged?"
As far as I know you'll only get charge if you don't show up or cancel with less than 24hrs from your reservation time.,Eiffel Tower,1,"I have a reservation in September for 2, if i cancel it will i be charged?"
They only charge when you do not show up to your reservation time or if it's less than 24 hours.,Eiffel Tower,0,"I have a reservation in September for 2, if i cancel it will i be charged?"
