answer,business_name,helpful,question
"Prices are done by height in inches 
Under 40 inches - free
40-50 inches - $9.99
Over 50 inches - adult price",Gen Korean BBQ House,2,How much is the price for kids?
They will accommodate as long as they have tables available. I recommend you getting there a little early because the restaurant is usually packed. You could also reach out to the manager to inform him of your large party and that you will be celebrating your twins birthday.,Mr. Mamas Breakfast and Lunch,7,Will they take a group of 11 adults and three toddlers?  It's my twins 2nd birthday and we were thinking of having lunch there.
"They are SUPER people and they should make accommodations for you. I would recommend that you call and tell them when and what time you are coming, how many adults and children (just like you did in your question), and for heaven sake don't be LATE! I know the owner, Nick and mention that I (Gary Goldberg) recommended them to you. Remember, they close at 3:00 pm. Then GET READY FOR THE BEST COFFEE and FOOD that you have ever had!!!",Mr. Mamas Breakfast and Lunch,5,Will they take a group of 11 adults and three toddlers?  It's my twins 2nd birthday and we were thinking of having lunch there.
"They are so kind and family oriented, I would be surprised if they didn't. Good suggestion to call ahead and give them a heads up.",Mr. Mamas Breakfast and Lunch,2,Will they take a group of 11 adults and three toddlers?  It's my twins 2nd birthday and we were thinking of having lunch there.
Just call them at least a day in advance and I'm pretty sure they can accommodate you.,Mr. Mamas Breakfast and Lunch,2,Will they take a group of 11 adults and three toddlers?  It's my twins 2nd birthday and we were thinking of having lunch there.
"They are very nice. I'm sure they would, maybe call the day before.",Mr. Mamas Breakfast and Lunch,1,Will they take a group of 11 adults and three toddlers?  It's my twins 2nd birthday and we were thinking of having lunch there.
i saw no kobe beef when i was there a couple of months ago.  i would never go back there. it used to be my favorite place to go.  now they have taken a lot of choices off.  and they still charge the same price.,The Buffet at Bellagio - Temporarily Closed,1,Do they still have Kobe beef and is it only at dinner?
"Hey Daniel!
I did not see any Kobe!
Just lamb, prime rib...
They did change a lot of their menus.
No more bass ;(
But we were happy they still had rack of lamb!
Prices differ depending on the dates! I would say def increased since last year.",The Buffet at Bellagio - Temporarily Closed,1,Do they still have Kobe beef and is it only at dinner?
Probably not.  Most of their broth are pork-based.  You can view their full menu here: http://www.montaramen.com,Monta Japanese Noodle House,1,Do they have any vegan options?
Their other location did have a veggie ramen before it closed down but i do not know if they would make it at their china town location,Monta Japanese Noodle House,1,Do they have any vegan options?
No. None,Monta Japanese Noodle House,1,Do they have any vegan options?
I think the shoyu broth might be soy based but I'm not sure. I'd call ahead.,Monta Japanese Noodle House,1,Do they have any vegan options?
Yes. They have white rice.,Monta Japanese Noodle House,0,Do they have any vegan options?
"Prices are currently as follows:

Weekday Brunch $39.99*
 Mon.-Fri. 7:30 AM - 3 PM

Weekend Brunch $49.99*
 Sat.-Sun. 8 AM - 3 PM

Weekday Dinner $54.99*
 Mon.-Thurs. 3 PM - 10 PM

Weekend Dinner $57.99*
 Fri.-Sun. 3 PM - 10 PM

... but they are subject to change at any time, and we do have special menus and pricing for holidays.",Bacchanal Buffet - Temporarily Closed,2,What is the price?
"$62.75 , tax included, regular price.",Bacchanal Buffet - Temporarily Closed,0,What is the price?
"I am sorry, but we do not offer a locals discount at this time, but if you sign up for our TR Visa at the cage or Total Rewards desk, they are currently offering two free passes to the buffet.",Bacchanal Buffet - Temporarily Closed,0,Do locals get a discount?
"I was in and out in under 90 minutes although I was alone and at the bar and they had just opened (although they were already half full by 530!) I'd say 2 hours is good, but whatever it is GO!",Raku,2,How long does omakase take?
About 2hours,Raku,2,How long does omakase take?
"1.5 to 2 hours sounds right. If you're a fast eater, more of the 1.5 hour range.",Raku,1,How long does omakase take?
We had a table of 6 ans it took less than 2 hours.,Raku,0,How long does omakase take?
I would say 2-2.5h depending on how slowly you eat.,Raku,0,How long does omakase take?
Depends which day and time.,Bacchanal Buffet - Temporarily Closed,0,Kids price for 8 & 10 years old?
Call and ask. They change the price as they please depending on weekendd/holiday,Bacchanal Buffet - Temporarily Closed,0,Kids price for 8 & 10 years old?
Sorry. Don't know,Bacchanal Buffet - Temporarily Closed,0,Kids price for 8 & 10 years old?
Half price around $27.,Bacchanal Buffet - Temporarily Closed,0,Kids price for 8 & 10 years old?
"It varies, but line always moves quickly in my experiences.",The Buffet At Wynn,1,What's the wait time for Sunday dinner at 7pm?
Not sure how long the wait is I only had breakfast there.,The Buffet At Wynn,0,What's the wait time for Sunday dinner at 7pm?
I would not suggest going in before they close as they stop putting fresh stuff out 30 mins before they close. So you're paying $65+ to eat leftovers.,Bacchanal Buffet - Temporarily Closed,3,If you're close at 10 pm will we be able to get in at 9:50 pm?
"We stop seating at 10pm, the food will remain out until 10:30pm. Thank you",Bacchanal Buffet - Temporarily Closed,2,If you're close at 10 pm will we be able to get in at 9:50 pm?
Agree with M.L. I made the mistake of going before closing at other Buffets and it was such a waste of money.,Bacchanal Buffet - Temporarily Closed,1,If you're close at 10 pm will we be able to get in at 9:50 pm?
Yes they did,Bally's Las Vegas Hotel & Casino - Temporarily Closed,2,Do they have a fitness center? Is there a fee to use the gym only?
Yes but I'm not sure it was free. Its was in the Spa area.,Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Do they have a fitness center? Is there a fee to use the gym only?
Yes,Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Do they have a fitness center? Is there a fee to use the gym only?
Yes they do,Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Do they have a fitness center? Is there a fee to use the gym only?
"Yes they do!!  If you are a rewards member, it is free; but if you are not a rewards dinner, that is part of the resort fee that you are paying for.",Bally's Las Vegas Hotel & Casino - Temporarily Closed,1,Do they have a fitness center? Is there a fee to use the gym only?
The meat is not halal.,Eiffel Tower,1,Is the meat halal?
Not sure . They have few sea food options . U may wanna call .,Eiffel Tower,0,Is the meat halal?
Yes they do.,Studio B Buffet,0,Do they offer cold already peeled shrimp on there seafood nights?
Yes. Cold and hot,Studio B Buffet,0,Do they offer cold already peeled shrimp on there seafood nights?
"Hi Lisa Z.,

Wicked Spoon offers a military service discount of 15% off food daily (max party of four, with valid Military ID). Please let us know if you need any further assistance and we hope to see you at the resort soon.",Wicked Spoon,4,Do they offer a military discount on the buffet?
"Yes, they do. Or they did. I haven't been since last year. I don't remember the exact amount, but dinner was under $40/person with a military discount.",Wicked Spoon,1,Do they offer a military discount on the buffet?
Yes you can. You just have to show them a valid military ID.,Wicked Spoon,0,Do they offer a military discount on the buffet?
"Yes, it says it’s for up to 70 people.",Studio B Buffet,0,Are private rooms offered for parties?
"I think they do! They have this rooms at the sides, I've seen some events over there.",Studio B Buffet,0,Are private rooms offered for parties?
"I've never been during brunch, but M&P is usually busy.  I would recommend making a reservation ahead of time if you know when you'll be going there.  You can easily do it online.  I've never had a problem.",Meat & Potatoes,1,Is it busy during brunch?
"Hello Zach! 

Thanks for inquiring about brunch at Meat and Potatoes. To answer your question yes Brunch is extremely busy. We strongly recommend making a reservation either online (via our website or yelp) or by calling the restaurant at 412-325-7007 We serve brunch both Sundays and Saturday’s. Thanks again and look forward to seeing you at Brunch! 

Warmest regards,

Meat and Potatoes",Meat & Potatoes,1,Is it busy during brunch?
It's a deposit I believe and if everything is fine it gets returned to you,The Signature at MGM Grand,0,"So if you pay with debit and not credit, they charge 100 a night throughout your stay? Or? I'm confused because that's a lot of money plus your room and all the resort fees?"
It is a security deposit that they return at the end of the stay if everything is in tact.,The Signature at MGM Grand,0,"So if you pay with debit and not credit, they charge 100 a night throughout your stay? Or? I'm confused because that's a lot of money plus your room and all the resort fees?"
The Signature pools are open until November 4th. You are always welcome to use the main pools and the lazy river at the MGM. The MGM pools are open year round and it is about a 6-10 minute (indoor) walk from the Signature towers.,The Signature at MGM Grand,1,Is the pool open in November?? I tend to spend a good amount of time at the pool. If it's not open?... I can only gamble and eat so much.
"The pool at the MGM is open all year, just Take your room key with you and you'll have access. (Even though the average high is less than 70 in November)",The Signature at MGM Grand,1,Is the pool open in November?? I tend to spend a good amount of time at the pool. If it's not open?... I can only gamble and eat so much.
"Yea, we have a problem Houston. The pool is closing down over the next few weeks at resorts all along the strip. Add the KA show to your agenda. Great time.",The Signature at MGM Grand,0,Is the pool open in November?? I tend to spend a good amount of time at the pool. If it's not open?... I can only gamble and eat so much.
"As long as you pay before 3pm, you will be charged the brunch price. You are welcome to stay for up to two hours, which means that you will definitely be able to enjoy the dinner menu if you time it right. I will warn you, that you are not the first person to have this idea. It is not uncommon for a line to build up just before 3pm. I would come at 2pm on weekdays if you hope to catch the end of brunch and the beginning of dinner, earlier on weekends.",Bacchanal Buffet - Temporarily Closed,22,"If we arrive and pay at 2:30pm to get in, will they charge us the lunch or dinner price? How would they differentiate me between people who arrive at 3pm and pay dinner price when I go to get my food?"
"They usually don't differentiate between the customers on when they enter. I know some casino buffet will have a break before the lunch time so that doesn't happen. I don't think Bacchanal Buffet does that since they have lots of customers. You pay before you go in, so there isn't any additional charge if you are there from lunch to dinner time.",Bacchanal Buffet - Temporarily Closed,3,"If we arrive and pay at 2:30pm to get in, will they charge us the lunch or dinner price? How would they differentiate me between people who arrive at 3pm and pay dinner price when I go to get my food?"
"The time you get to pay at the register is what matters. If you get to the register 1 hour before 3pm you may get brunch. If you arrive at the register close to 3pm or after, you will be charged for dinner.
They don't track every person in line. The time you pay,is what matters, as stipulated above.",Bacchanal Buffet - Temporarily Closed,4,"If we arrive and pay at 2:30pm to get in, will they charge us the lunch or dinner price? How would they differentiate me between people who arrive at 3pm and pay dinner price when I go to get my food?"
"You should be able to get the lunch price. Go ahead and stick around for dinner though, it's excellent!",Bacchanal Buffet - Temporarily Closed,6,"If we arrive and pay at 2:30pm to get in, will they charge us the lunch or dinner price? How would they differentiate me between people who arrive at 3pm and pay dinner price when I go to get my food?"
"If you go on the weekend, the price is the same.  If it is a weekday, you can probably get into a late lunch, but you are only allowed a 2 hour time for buffet.",Bacchanal Buffet - Temporarily Closed,4,"If we arrive and pay at 2:30pm to get in, will they charge us the lunch or dinner price? How would they differentiate me between people who arrive at 3pm and pay dinner price when I go to get my food?"
Pretty sure you don't have to order dinner if you don't want any.,Eiffel Tower,0,Can I make a reservation at 10 pm for dessert and drinks only?
yes,Eiffel Tower,0,Can I make a reservation at 10 pm for dessert and drinks only?
Yes!,Eiffel Tower,0,Can I make a reservation at 10 pm for dessert and drinks only?
They are so accommodating so I would definitely make that reservation.,Eiffel Tower,0,Can I make a reservation at 10 pm for dessert and drinks only?
"YES.  And I love the Tower; it's become my new fave spot on the Strip--hidden, elegant, appreciable views. You can make a reservation, or just show up and sit in the lounge or bar.",Eiffel Tower,0,Can I make a reservation at 10 pm for dessert and drinks only?
"Hi, no reservations, just come on in and we'll be happy to seat you as soon as possible😊",Mr. Mamas Breakfast and Lunch,2,Is there a reservation option?
Since they're so service oriented here I'm sure they'd set aside a table for 6 or more. Otherwise it's packed on weekends.Best time is before 9am,Mr. Mamas Breakfast and Lunch,0,Is there a reservation option?
I am not sure if they take reservations 😳,Mr. Mamas Breakfast and Lunch,0,Is there a reservation option?
No.  But they are very quick to go through the people waiting.,Mr. Mamas Breakfast and Lunch,0,Is there a reservation option?
"No, there is not.",Mr. Mamas Breakfast and Lunch,0,Is there a reservation option?
"Hexx doesn’t have a designated happy hour however Hexx’s sister property directly next door, Alexxa’s Bar has a daily happy hour from 2-6pm",HEXX kitchen + bar,0,What time is happy hour on a Saturday?
Every hour is happy hour in Vegas!! It's Vegas baby!!!,HEXX kitchen + bar,0,What time is happy hour on a Saturday?
"Alexxa's Bar has Happy Hour from 3 - 6 Monday - Friday. I don't think Hexx offers anything similar - just the ""bottomless"" mimosas. It would probably be best to call the restaurant directly. Best wishes!",HEXX kitchen + bar,0,What time is happy hour on a Saturday?
"No, we serve Jonah Crab Claws and occasionally we have Dungeness Crab on the brunch menu. The Snow & King Crab legs come out at 3pm. 

We will serve Snow & King crab legs and a bunch of other special items for brunch during our Independence Day Weekend Celebration, July 1st - July 4th. The price will be $59.99 for brunch, but we're going to offer a $39.99 early bird (open until 9:30am).",Bacchanal Buffet - Temporarily Closed,2,Do you serve crab legs during early morning brunch on saturday and Sunday?
No not at all it's very easy to get a taxi or any other rideshare service,The Peppermill Restaurant & Fireside Lounge,3,Is it hard to get a cab after you eat?
"I'm with the others. The Uber/Lyft drivers are so much better. Their cars are nicer (cleaner), they don't let the meter run and drive you all over the place to run up the meter, they are rated so they're more respectful. Ubering from the Peppermill is a breeze.",The Peppermill Restaurant & Fireside Lounge,2,Is it hard to get a cab after you eat?
Not at all. Especially Uber,The Peppermill Restaurant & Fireside Lounge,0,Is it hard to get a cab after you eat?
Uber is faster and cheaper,The Peppermill Restaurant & Fireside Lounge,0,Is it hard to get a cab after you eat?
Nope! But would recommend Lyft/Uber over a cab.,The Peppermill Restaurant & Fireside Lounge,0,Is it hard to get a cab after you eat?
"Hi Steve, 
    I'm sorry we are not all you can eat, but we do have best happy  menu in town.  We have more then 32 items to choose from and everything are $5 per each dish. Draft beer are $3, happy hours start from 4pm to 7pm Mon to Sat. Thank you and hope to see you soon??",Soho Japanese Restaurant,14,"Someone said it was All you can eat, cannot find on menu: true or no?"
This is not an all you can eat restaurant but they have great happy hour items and the sizes are not compromised nor the taste!  The best sushi in Vegas hands down!,Soho Japanese Restaurant,7,"Someone said it was All you can eat, cannot find on menu: true or no?"
1-2 hours is typical if you don't have a line pass...,The Buffet At Wynn,1,How long is the wait usually for a weekday lunch and dinner?
Went on a Monday night around 8:30pm. Waited in line for about 30 minutes,The Buffet At Wynn,1,How long is the wait usually for a weekday lunch and dinner?
We usually go for brunch around 10 am and usually wait 1 to 2 hours but it is 100% worth it!,The Buffet At Wynn,1,How long is the wait usually for a weekday lunch and dinner?
"It just depends. Gone on a Sunday early evening and was no line at all, and other times the line is ridiculous. We’ve gone with a Tower Suites or VIP access pass and sometimes seen the regular line was shorter and jumped into it instead.  The line wait just depends it’s not solely dependent on the day or time.",The Buffet At Wynn,1,How long is the wait usually for a weekday lunch and dinner?
I went on a Friday @ 4pm and waited 2 1/2 hours.,The Buffet At Wynn,0,How long is the wait usually for a weekday lunch and dinner?
"Students discount applies for the ride only, not for the bar. There is a Happy hour tho. Drinks are less.",High Roller - Temporarily Closed,1,"For the student discount, is that for the ride only or can it be used towards the happy half hour open bar?"
For the ride only.,High Roller - Temporarily Closed,1,"For the student discount, is that for the ride only or can it be used towards the happy half hour open bar?"
"Hi Suzy, 

Guests receive a to-go container for Wicked Spoon Express and may also request smaller to-go cups for gelato options and ramekins for condiments. You may pay for and acquire your to-go containers by going to the ""Invited Guest Line."" Once you receive your containers, you are free to fill them through the various food stations. 

Best, 

Chase",Wicked Spoon,2,How does the takeout work? Is there a separate line? Do you get one styrofoam container for both hot food and dessert? Do you spoon out the food from the individual serving dishes into container?Any other tips?
The room I stayed in did not (standard room with two queen beds). I don't think any of the rooms have a microwave.,The LINQ Hotel & Casino - Temporarily Closed,0,Do the rooms have microwaves?
Nope.  Just a mini-fridge.  No coffee maker either.,The LINQ Hotel & Casino - Temporarily Closed,0,Do the rooms have microwaves?
No microwave. Fridge and coffee maker.,The LINQ Hotel & Casino - Temporarily Closed,0,Do the rooms have microwaves?
There was a fridge but no microwave,The LINQ Hotel & Casino - Temporarily Closed,0,Do the rooms have microwaves?
"No, the room did not have a microwave only a coffee maker and mini fridge.",The LINQ Hotel & Casino - Temporarily Closed,0,Do the rooms have microwaves?
"No entrance fee, no age limits.",Westgate Las Vegas Resort & Casino,1,Is there an entrance fee to the pool? How old is allowed in the pool area?
There is no entrance fee to the pool. All ages are allowed in the pool with the normal adult supervision.,Westgate Las Vegas Resort & Casino,1,Is there an entrance fee to the pool? How old is allowed in the pool area?
No fee and really no age limit,Westgate Las Vegas Resort & Casino,1,Is there an entrance fee to the pool? How old is allowed in the pool area?
"No entrance fee, but I believe that you have to be a guest at the Hotel. I did not see any age limits posted; there were children there with other adults.",Westgate Las Vegas Resort & Casino,1,Is there an entrance fee to the pool? How old is allowed in the pool area?
